series,date,sector,value
growth_yoy,2020-01-01,p3.2,-11.258
growth_yoy,2020-01-01,p3.2.1,-10.974
growth_yoy,2020-01-01,p3.2.2,-13.075
growth_yoy,2020-01-01,p3.3,-9.772
growth_yoy,2020-01-01,p3.3.1,-14.987
growth_yoy,2020-01-01,p3.3.2,-3.59
growth_yoy,2020-01-01,p3.3.3,-7.255
growth_yoy,2020-01-01,p3.4,-3.284
growth_yoy,2020-01-01,p3.4.1,-11.293
growth_yoy,2020-01-01,p3.4.2,-8.407
growth_yoy,2020-01-01,p3.4.3,56.631
growth_yoy,2020-01-01,p3.4.4,0.672
growth_yoy,2020-01-01,p3.5,-15
growth_yoy,2020-01-01,p3.5.1,-20.035
growth_yoy,2020-01-01,p3.5.2,-3.86
growth_yoy,2020-01-01,p3.5.3,-17.375
growth_yoy,2020-01-01,p3.6,4.102
growth_yoy,2020-01-01,p3.6.1,-2.486
growth_yoy,2020-01-01,p3.6.2,6.452
growth_yoy,2020-01-01,p3.6.3,4.594
growth_yoy,2020-01-01,p3.6.4,5.692
growth_yoy,2020-01-01,p3.6.5,-5.39
growth_yoy,2020-01-01,p3.7,-7.329
growth_yoy,2020-01-01,p3.7.1,-7.377
growth_yoy,2020-01-01,p3.7.2,-5.703
growth_yoy,2020-01-01,p3.7.3,-8.81
growth_yoy,2020-01-01,p4,-18.87
growth_yoy,2020-01-01,p4.1,-15.756
growth_yoy,2020-01-01,p4.1.1,-16.042
growth_yoy,2020-01-01,p4.1.2,-15.45
growth_yoy,2020-01-01,p4.2,-27.049
growth_yoy,2020-01-01,p4.3,-8.785
growth_yoy,2020-01-01,p5,-4.931
growth_yoy,2020-01-01,p5.1,-3.859
growth_yoy,2020-01-01,p5.1.1,-3.391
growth_yoy,2020-01-01,p5.1.2,8.823
growth_yoy,2020-01-01,p5.1.3,-20.53
growth_yoy,2020-01-01,p5.1.3.1,-25.727
growth_yoy,2020-01-01,p5.1.3.2,-8.78
growth_yoy,2020-01-01,p5.1.3.3,-65.922
growth_yoy,2020-01-01,p5.1.3.4,-9.485
growth_yoy,2020-01-01,p5.1.3.5,-13.91
growth_yoy,2020-01-01,p5.1.3.6,-14.753
growth_yoy,2020-01-01,p5.1.3.7,18.567
growth_yoy,2020-01-01,p5.1.4,5.836
growth_yoy,2020-01-01,p5.1.4.1,-10.56
growth_yoy,2020-01-01,p5.1.4.2,9.053
growth_yoy,2020-01-01,p5.1.4.3,3.461
growth_yoy,2020-01-01,p5.2,-8.725
growth_yoy,2020-01-01,p5.2.1,-5.251
growth_yoy,2020-01-01,p5.2.1.1,-5.107
growth_yoy,2020-01-01,p5.2.1.2,-4.353
growth_yoy,2020-01-01,p5.2.1.3,-9.983
growth_yoy,2020-01-01,p5.2.2,-18.327
growth_yoy,2020-01-01,p5.2.3,-50.275
growth_yoy,2020-01-01,p5.3,-4.548
growth_yoy,2020-01-01,p5.3.1,2.022
growth_yoy,2020-01-01,p5.3.1.1,0.083
growth_yoy,2020-01-01,p5.3.1.2,12.619
growth_yoy,2020-01-01,p5.3.2,4.901
growth_yoy,2020-01-01,p5.3.2.1,5.246
growth_yoy,2020-01-01,p5.3.2.2,-8.157
growth_yoy,2020-01-01,p5.3.3,-16.304
growth_yoy,2020-01-01,p5.3.4,-12.865
growth_yoy,2020-01-01,p5.3.4.1,-7.684
growth_yoy,2020-01-01,p5.3.4.2,-24.464
growth_yoy,2020-01-01,p5.4,-8.827
growth_yoy,2020-01-01,p5.4.1,-3.314
growth_yoy,2020-01-01,p5.4.2,-5.77
growth_yoy,2020-01-01,p5.4.3,4.409
growth_yoy,2020-01-01,p5.4.4,22.137
growth_yoy,2020-01-01,p5.4.5,-9.793
growth_yoy,2020-01-01,p5.4.6,-41.887
growth_yoy,2020-01-01,p5.5,4.959
growth_yoy,2020-01-01,p5.5.01,-14.699
growth_yoy,2020-01-01,p5.5.02,4.447
growth_yoy,2020-01-01,p5.5.03,5.116
growth_yoy,2020-01-01,p5.5.04,9.762
growth_yoy,2020-01-01,p5.5.05,26.608
growth_yoy,2020-01-01,p5.5.06,31.995
growth_yoy,2020-01-01,p5.5.07,11.342
growth_yoy,2020-01-01,p5.5.08,2.926
growth_yoy,2020-01-01,p5.5.09,3.182
growth_yoy,2020-01-01,p5.5.10,58.607
growth_yoy,2020-01-01,p6,-7.612
growth_yoy,2021-01-01,p0,9.179
growth_yoy,2021-01-01,p1,27.9
growth_yoy,2021-01-01,p1.1,37.408
growth_yoy,2021-01-01,p1.1.1,20.656
growth_yoy,2021-01-01,p1.1.2,54.196
growth_yoy,2021-01-01,p1.1.3,3.154
growth_yoy,2021-01-01,p1.1.4,11.421
growth_yoy,2021-01-01,p1.1.5,2.819
growth_yoy,2021-01-01,p1.1.6,5.317
growth_yoy,2021-01-01,p1.1.7,2.128
growth_yoy,2021-01-01,p1.2,9.534
growth_yoy,2021-01-01,p1.2.1,11.44
growth_yoy,2021-01-01,p1.2.2,8.53
growth_yoy,2021-01-01,p1.2.3,5.561
growth_yoy,2021-01-01,p1.3,5.959
growth_yoy,2021-01-01,p1.4,2.488
growth_yoy,2021-01-01,p1.4.1,5.877
growth_yoy,2021-01-01,p1.4.2,-2.352
growth_yoy,2021-01-01,p2,29.305
growth_yoy,2021-01-01,p2.1,41.819
growth_yoy,2021-01-01,p2.2,24.854
growth_yoy,2021-01-01,p2.3,-0.455
growth_yoy,2021-01-01,p3,14.734
growth_yoy,2021-01-01,p3.1,14.496
growth_yoy,2021-01-01,p3.1.1,16.593
growth_yoy,2021-01-01,p3.1.2,17.758
growth_yoy,2021-01-01,p3.1.3,12.749
growth_yoy,2021-01-01,p3.1.4,-12.231
growth_yoy,2021-01-01,p3.2,9.128
growth_yoy,2021-01-01,p3.2.1,7.928
growth_yoy,2021-01-01,p3.2.2,16.992
growth_yoy,2021-01-01,p3.3,11.496
growth_yoy,2021-01-01,p3.3.1,11.494
growth_yoy,2021-01-01,p3.3.2,20.468
growth_yoy,2021-01-01,p3.3.3,0.687
growth_yoy,2021-01-01,p3.4,25.101
growth_yoy,2021-01-01,p3.4.1,29.986
growth_yoy,2021-01-01,p3.4.2,19.705
growth_yoy,2021-01-01,p3.4.3,31.288
growth_yoy,2021-01-01,p3.4.4,13.558
growth_yoy,2021-01-01,p3.5,7.038
growth_yoy,2021-01-01,p3.5.1,0.13
growth_yoy,2021-01-01,p3.5.2,12.55
growth_yoy,2021-01-01,p3.5.3,8.431
growth_yoy,2021-01-01,p3.6,12.017
growth_yoy,2021-01-01,p3.6.1,10.081
growth_yoy,2021-01-01,p3.6.2,8.926
growth_yoy,2021-01-01,p3.6.3,16.258
growth_yoy,2021-01-01,p3.6.4,12.192
growth_yoy,2021-01-01,p3.6.5,11.139
growth_yoy,2021-01-01,p3.7,1.915
growth_yoy,2021-01-01,p3.7.1,3.586
growth_yoy,2021-01-01,p3.7.2,-4.308
growth_yoy,2021-01-01,p3.7.3,-0.211
growth_yoy,2021-01-01,p4,-3.474
growth_yoy,2021-01-01,p4.1,-5.33
growth_yoy,2021-01-01,p4.1.1,-10.75
growth_yoy,2021-01-01,p4.1.2,0.429
growth_yoy,2021-01-01,p4.2,-16.424
growth_yoy,2021-01-01,p4.3,22.927
growth_yoy,2021-01-01,p5,2.932
growth_yoy,2021-01-01,p5.1,4.354
growth_yoy,2021-01-01,p5.1.1,1.421
growth_yoy,2021-01-01,p5.1.2,8.46
growth_yoy,2021-01-01,p5.1.3,2.173
growth_yoy,2021-01-01,p5.1.3.1,4.508
growth_yoy,2021-01-01,p5.1.3.2,4.066
growth_yoy,2021-01-01,p5.1.3.3,-39.846
growth_yoy,2021-01-01,p5.1.3.4,5.124
growth_yoy,2021-01-01,p5.1.3.5,-3.505
growth_yoy,2021-01-01,p5.1.3.6,8.042
growth_yoy,2021-01-01,p5.1.3.7,13.353
growth_yoy,2021-01-01,p5.1.4,6.051
growth_yoy,2021-01-01,p5.1.4.1,-0.654
growth_yoy,2021-01-01,p5.1.4.2,7.983
growth_yoy,2021-01-01,p5.1.4.3,2.531
growth_yoy,2021-01-01,p5.2,2.174
growth_yoy,2021-01-01,p5.2.1,3.943
growth_yoy,2021-01-01,p5.2.1.1,5.847
growth_yoy,2021-01-01,p5.2.1.2,4.8
growth_yoy,2021-01-01,p5.2.1.3,-9.013
growth_yoy,2021-01-01,p5.2.2,-5.474
growth_yoy,2021-01-01,p5.2.3,-23.878
growth_yoy,2021-01-01,p5.3,2.844
growth_yoy,2021-01-01,p5.3.1,9.371
growth_yoy,2021-01-01,p5.3.1.1,10.736
growth_yoy,2021-01-01,p5.3.1.2,2.736
growth_yoy,2021-01-01,p5.3.2,13.092
growth_yoy,2021-01-01,p5.3.2.1,13.276
growth_yoy,2021-01-01,p5.3.2.2,4.796
growth_yoy,2021-01-01,p5.3.3,-12.357
growth_yoy,2021-01-01,p5.3.4,-7.032
growth_yoy,2021-01-01,p5.3.4.1,-4.639
growth_yoy,2021-01-01,p5.3.4.2,-13.578
growth_yoy,2021-01-01,p5.4,-2.066
growth_yoy,2021-01-01,p5.4.1,9.337
growth_yoy,2021-01-01,p5.4.2,-2.731
growth_yoy,2021-01-01,p5.4.3,2.136
growth_yoy,2021-01-01,p5.4.4,10
growth_yoy,2021-01-01,p5.4.5,-12.462
growth_yoy,2021-01-01,p5.4.6,-28.633
growth_yoy,2021-01-01,p5.5,5.427
growth_yoy,2021-01-01,p5.5.01,26.76
growth_yoy,2021-01-01,p5.5.02,1.121
growth_yoy,2021-01-01,p5.5.03,5.229
growth_yoy,2021-01-01,p5.5.04,0.143
growth_yoy,2021-01-01,p5.5.05,11.316
growth_yoy,2021-01-01,p5.5.06,-5.212
growth_yoy,2021-01-01,p5.5.07,9.495
growth_yoy,2021-01-01,p5.5.08,15.289
growth_yoy,2021-01-01,p5.5.09,2.931
growth_yoy,2021-01-01,p5.5.10,-21.385
growth_yoy,2021-01-01,p6,8.048
growth_yoy,2022-01-01,p0,15.833
growth_yoy,2022-01-01,p1,8.38
growth_yoy,2022-01-01,p1.1,8.936
growth_yoy,2022-01-01,p1.1.1,-22.144
growth_yoy,2022-01-01,p1.1.2,12.877
growth_yoy,2022-01-01,p1.1.3,-7.017
growth_yoy,2022-01-01,p1.1.4,3.222
growth_yoy,2022-01-01,p1.1.5,-4.197
growth_yoy,2022-01-01,p1.1.6,6.129
growth_yoy,2022-01-01,p1.1.7,4.861
growth_yoy,2022-01-01,p1.2,4.368
growth_yoy,2022-01-01,p1.2.1,3.141
growth_yoy,2022-01-01,p1.2.2,3.77
growth_yoy,2022-01-01,p1.2.3,7.479
growth_yoy,2022-01-01,p1.3,9.478
growth_yoy,2022-01-01,p1.4,9.027
growth_yoy,2022-01-01,p1.4.1,6.919
growth_yoy,2022-01-01,p1.4.2,12.292
growth_yoy,2022-01-01,p2,43.492
growth_yoy,2022-01-01,p2.1,43.085
growth_yoy,2022-01-01,p2.2,47.928
growth_yoy,2022-01-01,p2.3,17.085
growth_yoy,2022-01-01,p3,15.674
growth_yoy,2022-01-01,p3.1,16.494
growth_yoy,2022-01-01,p3.1.1,11.668
growth_yoy,2022-01-01,p3.1.2,19.67
growth_yoy,2022-01-01,p3.1.3,13.541
growth_yoy,2022-01-01,p3.1.4,23.071
growth_yoy,2022-01-01,p3.2,11.795
growth_yoy,2022-01-01,p3.2.1,9.945
growth_yoy,2022-01-01,p3.2.2,22.976
growth_yoy,2022-01-01,p3.3,13.44
growth_yoy,2022-01-01,p3.3.1,16.148
growth_yoy,2022-01-01,p3.3.2,14.778
growth_yoy,2022-01-01,p3.3.3,6.405
growth_yoy,2022-01-01,p3.4,12.766
growth_yoy,2022-01-01,p3.4.1,26.218
growth_yoy,2022-01-01,p3.4.2,9.929
growth_yoy,2022-01-01,p3.4.3,-19.553
growth_yoy,2022-01-01,p3.4.4,7.253
growth_yoy,2022-01-01,p3.5,13.669
growth_yoy,2022-01-01,p3.5.1,12.481
growth_yoy,2022-01-01,p3.5.2,15.695
growth_yoy,2022-01-01,p3.5.3,13.114
growth_yoy,2022-01-01,p3.6,19.402
growth_yoy,2022-01-01,p3.6.1,7.646
growth_yoy,2022-01-01,p3.6.2,-0.847
growth_yoy,2022-01-01,p3.6.3,24.142
growth_yoy,2022-01-01,p3.6.4,22.897
growth_yoy,2022-01-01,p3.6.5,13.715
growth_yoy,2022-01-01,p3.7,17.721
growth_yoy,2022-01-01,p3.7.1,20.162
growth_yoy,2022-01-01,p3.7.2,11.666
growth_yoy,2022-01-01,p3.7.3,10.502
growth_yoy,2022-01-01,p4,9.264
growth_yoy,2022-01-01,p4.1,12.307
growth_yoy,2022-01-01,p4.1.1,2.546
growth_yoy,2022-01-01,p4.1.2,21.525
growth_yoy,2022-01-01,p4.2,4.346
growth_yoy,2022-01-01,p4.3,9.804
growth_yoy,2022-01-01,p5,13.668
growth_yoy,2022-01-01,p5.1,11.51
growth_yoy,2022-01-01,p5.1.1,3.834
growth_yoy,2022-01-01,p5.1.2,5.629
growth_yoy,2022-01-01,p5.1.3,31.019
growth_yoy,2022-01-01,p5.1.3.1,38.692
growth_yoy,2022-01-01,p5.1.3.2,12.925
growth_yoy,2022-01-01,p5.1.3.3,152.137
growth_yoy,2022-01-01,p5.1.3.4,27.98
growth_yoy,2022-01-01,p5.1.3.5,33.81
growth_yoy,2022-01-01,p5.1.3.6,23.842
growth_yoy,2022-01-01,p5.1.3.7,9.831
growth_yoy,2022-01-01,p5.1.4,5.255
growth_yoy,2022-01-01,p5.1.4.1,13.215
growth_yoy,2022-01-01,p5.1.4.2,4.048
growth_yoy,2022-01-01,p5.1.4.3,6.31
growth_yoy,2022-01-01,p5.2,22.138
growth_yoy,2022-01-01,p5.2.1,19.548
growth_yoy,2022-01-01,p5.2.1.1,10.747
growth_yoy,2022-01-01,p5.2.1.2,23.33
growth_yoy,2022-01-01,p5.2.1.3,45.672
growth_yoy,2022-01-01,p5.2.2,27.699
growth_yoy,2022-01-01,p5.2.3,134.806
growth_yoy,2022-01-01,p5.3,9.564
growth_yoy,2022-01-01,p5.3.1,3.924
growth_yoy,2022-01-01,p5.3.1.1,5.311
growth_yoy,2022-01-01,p5.3.1.2,-3.325
growth_yoy,2022-01-01,p5.3.2,-3.904
growth_yoy,2022-01-01,p5.3.2.1,-4.251
growth_yoy,2022-01-01,p5.3.2.2,12.542
growth_yoy,2022-01-01,p5.3.3,31.412
growth_yoy,2022-01-01,p5.3.4,20.701
growth_yoy,2022-01-01,p5.3.4.1,18.025
growth_yoy,2022-01-01,p5.3.4.2,28.78
growth_yoy,2022-01-01,p5.4,11.565
growth_yoy,2022-01-01,p5.4.1,10.111
growth_yoy,2022-01-01,p5.4.2,8.632
growth_yoy,2022-01-01,p5.4.3,1.997
growth_yoy,2022-01-01,p5.4.4,17.235
growth_yoy,2022-01-01,p5.4.5,1.834
growth_yoy,2022-01-01,p5.4.6,69.036
growth_yoy,2022-01-01,p5.5,4.527
growth_yoy,2022-01-01,p5.5.01,39.432
growth_yoy,2022-01-01,p5.5.02,0.944
growth_yoy,2022-01-01,p5.5.03,-0.697
growth_yoy,2022-01-01,p5.5.04,7.788
growth_yoy,2022-01-01,p5.5.05,-7.054
growth_yoy,2022-01-01,p5.5.06,-4.815
growth_yoy,2022-01-01,p5.5.07,-6.083
growth_yoy,2022-01-01,p5.5.08,6.612
growth_yoy,2022-01-01,p5.5.09,-0.085
growth_yoy,2022-01-01,p5.5.10,-5.359
growth_yoy,2022-01-01,p6,10.509
growth_yoy,2023-01-01,p0,1.617
growth_yoy,2023-01-01,p1,-11.607
growth_yoy,2023-01-01,p1.1,-16.739
growth_yoy,2023-01-01,p1.1.1,-14.098
growth_yoy,2023-01-01,p1.1.2,-23.474
growth_yoy,2023-01-01,p1.1.3,-0.717
growth_yoy,2023-01-01,p1.1.4,4.753
growth_yoy,2023-01-01,p1.1.5,3.914
growth_yoy,2023-01-01,p1.1.6,1.549
growth_yoy,2023-01-01,p1.1.7,2.235
growth_yoy,2023-01-01,p1.2,4.922
growth_yoy,2023-01-01,p1.2.1,4.388
growth_yoy,2023-01-01,p1.2.2,9.483
growth_yoy,2023-01-01,p1.2.3,4.812
growth_yoy,2023-01-01,p1.3,-0.539
growth_yoy,2023-01-01,p1.4,3.781
growth_yoy,2023-01-01,p1.4.1,4.665
growth_yoy,2023-01-01,p1.4.2,2.478
growth_yoy,2023-01-01,p2,-12.585
growth_yoy,2023-01-01,p2.1,-17.113
growth_yoy,2023-01-01,p2.2,-10.843
growth_yoy,2023-01-01,p2.3,6.39
growth_yoy,2023-01-01,p3,0.25
growth_yoy,2023-01-01,p3.1,0.512
growth_yoy,2023-01-01,p3.1.1,-15.748
growth_yoy,2023-01-01,p3.1.2,8.781
growth_yoy,2023-01-01,p3.1.3,2.088
growth_yoy,2023-01-01,p3.1.4,15.453
growth_yoy,2023-01-01,p3.2,3.023
growth_yoy,2023-01-01,p3.2.1,1.845
growth_yoy,2023-01-01,p3.2.2,9.39
growth_yoy,2023-01-01,p3.3,0.749
growth_yoy,2023-01-01,p3.3.1,-3.526
growth_yoy,2023-01-01,p3.3.2,3.826
growth_yoy,2023-01-01,p3.3.3,4.761
growth_yoy,2023-01-01,p3.4,-5.213
growth_yoy,2023-01-01,p3.4.1,-8.587
growth_yoy,2023-01-01,p3.4.2,0.558
growth_yoy,2023-01-01,p3.4.3,-8.869
growth_yoy,2023-01-01,p3.4.4,-1.22
growth_yoy,2023-01-01,p3.5,6.318
growth_yoy,2023-01-01,p3.5.1,5.766
growth_yoy,2023-01-01,p3.5.2,2.937
growth_yoy,2023-01-01,p3.5.3,8.942
growth_yoy,2023-01-01,p3.6,2.219
growth_yoy,2023-01-01,p3.6.1,-4.311
growth_yoy,2023-01-01,p3.6.2,6.587
growth_yoy,2023-01-01,p3.6.3,4.019
growth_yoy,2023-01-01,p3.6.4,2.051
growth_yoy,2023-01-01,p3.6.5,9.251
growth_yoy,2023-01-01,p3.7,5.982
growth_yoy,2023-01-01,p3.7.1,7.255
growth_yoy,2023-01-01,p3.7.2,-1.549
growth_yoy,2023-01-01,p3.7.3,6.3
growth_yoy,2023-01-01,p4,8.451
growth_yoy,2023-01-01,p4.1,3.488
growth_yoy,2023-01-01,p4.1.1,5.048
growth_yoy,2023-01-01,p4.1.2,2.246
growth_yoy,2023-01-01,p4.2,15.549
growth_yoy,2023-01-01,p4.3,9.272
growth_yoy,2023-01-01,p5,6.505
growth_yoy,2023-01-01,p5.1,7.194
growth_yoy,2023-01-01,p5.1.1,2.859
growth_yoy,2023-01-01,p5.1.2,6.578
growth_yoy,2023-01-01,p5.1.3,15.152
growth_yoy,2023-01-01,p5.1.3.1,16.646
growth_yoy,2023-01-01,p5.1.3.2,12.252
growth_yoy,2023-01-01,p5.1.3.3,43.701
growth_yoy,2023-01-01,p5.1.3.4,11.588
growth_yoy,2023-01-01,p5.1.3.5,15.364
growth_yoy,2023-01-01,p5.1.3.6,10.934
growth_yoy,2023-01-01,p5.1.3.7,8.899
growth_yoy,2023-01-01,p5.1.4,3.901
growth_yoy,2023-01-01,p5.1.4.1,9.077
growth_yoy,2023-01-01,p5.1.4.2,3.317
growth_yoy,2023-01-01,p5.1.4.3,3.751
growth_yoy,2023-01-01,p5.2,8.31
growth_yoy,2023-01-01,p5.2.1,7.647
growth_yoy,2023-01-01,p5.2.1.1,5.342
growth_yoy,2023-01-01,p5.2.1.2,8.345
growth_yoy,2023-01-01,p5.2.1.3,13.761
growth_yoy,2023-01-01,p5.2.2,7.939
growth_yoy,2023-01-01,p5.2.3,31.281
growth_yoy,2023-01-01,p5.3,2.749
growth_yoy,2023-01-01,p5.3.1,0.17
growth_yoy,2023-01-01,p5.3.1.1,-1.807
growth_yoy,2023-01-01,p5.3.1.2,11.436
growth_yoy,2023-01-01,p5.3.2,-6.522
growth_yoy,2023-01-01,p5.3.2.1,-6.437
growth_yoy,2023-01-01,p5.3.2.2,-9.94
growth_yoy,2023-01-01,p5.3.3,4.902
growth_yoy,2023-01-01,p5.3.4,11.388
growth_yoy,2023-01-01,p5.3.4.1,9.844
growth_yoy,2023-01-01,p5.3.4.2,15.658
growth_yoy,2023-01-01,p5.4,7.433
growth_yoy,2023-01-01,p5.4.1,9.855
growth_yoy,2023-01-01,p5.4.2,8.444
growth_yoy,2023-01-01,p5.4.3,3.871
growth_yoy,2023-01-01,p5.4.4,8.562
growth_yoy,2023-01-01,p5.4.5,11.921
growth_yoy,2023-01-01,p5.4.6,13.983
growth_yoy,2023-01-01,p5.5,5.31
growth_yoy,2023-01-01,p5.5.01,8.165
growth_yoy,2023-01-01,p5.5.02,5.328
growth_yoy,2023-01-01,p5.5.03,6.316
growth_yoy,2023-01-01,p5.5.04,2.558
growth_yoy,2023-01-01,p5.5.05,-5.357
growth_yoy,2023-01-01,p5.5.06,7.684
growth_yoy,2023-01-01,p5.5.07,11.224
growth_yoy,2023-01-01,p5.5.08,-0.771
growth_yoy,2023-01-01,p5.5.09,2.405
growth_yoy,2023-01-01,p5.5.10,13.292
growth_yoy,2023-01-01,p6,8.904